customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3755-YFWMG,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,71.98,3898.65,No
7862-PULJE,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.73,1960.85,No
7742-USIZO,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.18,615.52,Yes
7980-NZUQL,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.89,319.24,Yes
9854-KEXYM,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.2,3405.4,No
5012-LZQSV,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,44.25,827.3,Yes
5798-LQTCD,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,70.35,1289.21,No
6595-NGYRN,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,78.64,1586.55,No
2695-QGDHO,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.53,1927.02,Yes
9164-HSNHG,Female,1,Yes,No,11,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.22,734.64,Yes
4675-ZFVIG,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.83,1008.35,No
5795-SVMBD,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.52,149.82,No
8213-NKWHI,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.05,735.29,No
1036-WRADD,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.29,330.85,No
2407-TPFUK,Female,1,Yes,Yes,27,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.72,1886.47,Yes
9187-AHRQE,Male,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1158.86,No
7259-LVETL,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),71.76,4520.95,No
2018-DLSTO,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),89.97,4740.34,No
6745-ZWDEF,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),103.55,7473.97,No
5705-SWGRU,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.57,5091.58,Yes
5757-QKKZN,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.73,4413.99,Yes
8942-CBQSL,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.61,2672.67,No
2617-BVPBA,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.44,263.08,No
8375-JZYCB,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.98,3965.17,No
4477-MQTSH,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.17,2393.08,Yes
7204-YWMUP,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.11,4196.87,No
6307-APPDI,Female,0,No,Yes,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.95,2290.99,No
3273-EDTRN,Female,1,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.51,573.71,Yes
7486-GVITB,Female,0,No,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,46.66,1509.49,No
8697-QSUOD,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,93.95,4707.61,No
1508-WZVNJ,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,74.93,2080.21,Yes
7030-LBCUY,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.37,1622.87,No
1122-QSVUQ,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.34,4193.5,No
9585-MKXTF,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,1249.73,No
2672-NFVLF,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),54.58,591.58,No
2579-XWLUQ,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.26,258.83,No
4135-GYIYC,Female,1,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.2,894.37,No
1555-TPFFD,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.55,2382.37,Yes
2453-TQCQL,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),92.09,3179.51,No
3544-AWVBM,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.13,3871.45,No
4419-COKZT,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.04,3527.19,Yes
2627-BZOKN,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.61,404.79,No
4819-VFPVJ,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.44,1483.02,Yes
5398-NMTCC,Female,0,No,No,47,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.88,3780.49,No
2511-NBLQF,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.63,1586.35,Yes
1388-EYLQB,Female,0,No,No,39,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.96,1826.35,Yes
3493-BOHOF,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.55,361.63,No
1833-HSRRA,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,642.86,No
8133-TWISZ,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,80.42,2556.25,No
6334-RDQGC,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.8,1162.85,No
2080-VSLMY,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.64,589.07,Yes
5339-BHNSL,Female,0,No,Yes,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.51,587.09,Yes
6615-KDEKW,Female,1,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),72.21,2168.83,No
5396-LARZW,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.5,2002.46,No
4768-PCQLW,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.87,247.75,Yes
5815-YIQXG,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.26,71.53,No
2637-ENJFP,Female,1,No,Yes,9,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,58.86,544.32,No
1892-CJAHK,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,66.33,743.61,No
5840-YJKKZ,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,75.39,1082.37,Yes
1167-OYDPP,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.25,2194.3,Yes
9009-DPNHE,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.34,1202.19,No
8156-YGIUZ,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,71.34,3815.08,No
7206-ULVPW,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.86,3769.54,No
4942-PNMKF,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.41,4048.24,No
2432-KYZOT,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.82,694.71,Yes
1100-ULHQI,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,780.62,No
1744-UBHKU,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.03,3689.36,No
5307-GVUNY,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),73.53,351.87,No
3249-ALWJY,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.28,5341.77,No
3333-DKEBC,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.33,2511.79,No
9222-CZKGS,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.31,1363.66,Yes
2233-PQBSU,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,94.46,391.95,No
7353-PQLGP,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.6,707.23,No
4396-HTJOG,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.14,1067.33,No
2718-VNKEF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,60.28,414.23,No
1837-MWBTT,Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.79,1872.47,No
5648-HULHB,Female,0,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.16,1104.07,No
2707-FUMKQ,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.62,958.31,No
7059-KQNBW,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.8,186.23,Yes
2238-XZUMB,Male,0,Yes,No,50,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),56.89,2826.9,No
7030-HHEUQ,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.37,1807.11,Yes
4271-SGRFU,Male,0,No,No,41,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.0,3464.85,No
7356-GMDQL,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),53.39,3685.18,No
4687-HVXAU,Male,0,No,Yes,35,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.21,2127.18,No
7086-RAAGW,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.31,4183.46,No
7213-VXOQX,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.51,376.7,Yes
7442-TYNLA,Male,0,No,Yes,7,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.04,427.1,Yes
8940-HTOCE,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.42,1812.6,No
4396-DPJWE,Female,1,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.73,1241.04,Yes
5134-XAJET,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.28,3357.06,Yes
5400-LOOUV,Male,0,No,Yes,37,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.57,2394.32,No
1827-RWCXV,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.87,1249.94,No
4452-MZRIT,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,78.73,1889.88,No
9993-TFMVP,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,95.6,585.91,Yes
6871-XFRLZ,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.39,4805.17,Yes
6862-YLAWL,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.99,4200.82,No
7751-BUFOP,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.01,382.37,Yes
6697-WTGSL,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.55,5150.36,No
1171-OICKA,Female,1,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.31,247.44,No
8167-UKRRF,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.07,1326.08,No
7948-AJMHU,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.61,776.79,Yes
2198-OSHIR,Male,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.17,3056.14,No
4003-XSHLG,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,80.97,1248.54,Yes
5646-BEXAC,Male,1,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,70.14,3722.19,No
3477-IASIW,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.07,505.87,Yes
6477-MRVUN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.79,1342.92,No
8414-YNVUF,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,325.88,No
7149-GLEID,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),72.7,1305.55,Yes
6746-XKBLR,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,90.72,4166.51,No
4125-TBCVD,Male,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72.31,2456.58,No
9325-OUQMA,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.9,394.74,No
4251-NLCPY,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.61,1384.83,No
8503-CEVPV,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,95.22,6850.91,No
7160-WXWDQ,Female,1,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.25,2154.4,Yes
8440-LTXDU,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.96,1985.3,No
4541-QGKCY,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,56.0,458.12,No
4294-EUXNN,Female,1,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.53,5259.27,Yes
7622-NDFMI,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.7,687.29,Yes
9686-KLWSO,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),56.56,569.25,No
4368-OAOOA,Female,1,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.93,983.54,No
6483-XNWYT,Male,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.96, ,Yes
2676-SMORL,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.19,2438.25,Yes
1761-KDCTM,Female,0,Yes,Yes,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.8,1077.15,Yes
3457-UKMQO,Female,1,Yes,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),63.46,1373.44,No
4218-HPEBU,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),60.08,724.65,No
6203-MCAWT,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.05,1467.14,No
3661-HAODT,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,52.93,193.32,No
1209-ALAQB,Female,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.94,867.76,No
7746-QPSMH,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.82,1630.4,Yes
9628-VNZND,Male,1,Yes,No,53,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.4,3614.27,No
9993-VMQIT,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1296.55,No
4495-QQVKL,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.93,163.86,No
3738-MGCPD,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,795.01,No
1050-FEAEB,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.0,809.88,No
2181-UQQOF,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.71,965.59,No
1787-UXNKY,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.22,1945.26,No
1178-VCODV,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1308.12,No
4869-KWSPD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,81.12,1445.92,No
9753-SDIJQ,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.38,419.54,No
4865-PVZAI,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.28,2596.49,No
9831-DARKJ,Female,1,Yes,No,22,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.99,1663.26,Yes
8259-GIEJL,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),73.31,651.33,Yes
9041-ZGNML,Male,0,No,No,57,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.37,3953.46,No
3822-VDUCS,Male,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.77,1405.54,No
6844-MBVQV,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.71,368.42,Yes
6607-JIVKZ,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,67.3,2060.53,No
6421-TJPRB,Male,0,No,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.94,4191.86,No
1041-QQSGI,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.15,875.92,No
2012-JCGMM,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.95,413.85,No
5213-QVDQM,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.79,1457.82,Yes
4608-RIMDX,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.81,1735.62,Yes
6104-SOXVF,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.8,1791.32,No
1212-CBKVZ,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,59.21,4268.03,No
1780-PEMJT,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,93.92,2337.9,Yes
5360-KMDJM,Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.38,2907.81,No
1522-SROXC,Male,1,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.56,1552.06,Yes
1690-DTPIY,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.82,669.72,No
9165-DNWHN,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,3335.18,Yes
2069-XFTBK,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.12,3628.18,Yes
4131-BWYQO,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.67,1349.82,Yes
2941-TPQNC,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.52,467.65,No
2642-ECLOA,Male,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.0,4537.24,No
5028-ISLLA,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,54.04,942.65,No
6351-OCSUZ,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.52,539.64,No
2232-VQFZL,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,62.77,989.13,No
4731-ZSVUA,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.0,2291.95,No
9180-JLFAB,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,82.94,4300.13,Yes
4334-VRBNF,Female,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),90.49,3710.32,No
4306-KOTVA,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.07,5149.38,No
6856-UBXBT,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,67.57,4846.57,No
5961-VVMPD,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,753.1,No
